"Name","Live Bytes","Live Objects"
"byte[]","5 897 192 B (32,3 %)","63 744 (21,8 %)"
"Ljdk.internal.vm.FillerArray;","3 838 688 B (21 %)","62 (0 %)"
"java.lang.String","1 332 624 B (7,3 %)","55 526 (19 %)"
"java.util.HashMap$Node","794 560 B (4,4 %)","24 830 (8,5 %)"
"java.lang.Object[]","648 576 B (3,6 %)","16 628 (5,7 %)"
"java.util.HashMap$Node[]","527 352 B (2,9 %)","4 033 (1,4 %)"
"char[]","374 976 B (2,1 %)","6 250 (2,1 %)"
"jdk.internal.org.objectweb.asm.SymbolTable$Entry","308 560 B (1,7 %)","5 510 (1,9 %)"
"java.lang.Class","283 144 B (1,6 %)","2 316 (0,8 %)"
"java.util.ImmutableCollections$ListItr","228 672 B (1,3 %)","7 146 (2,4 %)"
"java.util.ArrayList","226 224 B (1,2 %)","9 426 (3,2 %)"
"java.util.ArrayList$Itr","208 672 B (1,1 %)","6 521 (2,2 %)"
"jdk.internal.org.objectweb.asm.SymbolTable$Entry[]","193 648 B (1,1 %)","259 (0,1 %)"
"java.lang.reflect.Constructor","187 992 B (1 %)","2 611 (0,9 %)"
"java.util.HashMap","183 792 B (1 %)","3 829 (1,3 %)"
"java.util.concurrent.ConcurrentHashMap$Node","147 328 B (0,8 %)","4 604 (1,6 %)"
"java.util.TreeMap$Entry","145 840 B (0,8 %)","3 646 (1,2 %)"
"java.lang.Class[]","131 920 B (0,7 %)","6 081 (2,1 %)"
"java.util.ImmutableCollections$List12","124 920 B (0,7 %)","5 205 (1,8 %)"
"jdk.jfr.internal.jfc.model.Constraint","118 272 B (0,6 %)","4 928 (1,7 %)"
"int[]","109 224 B (0,6 %)","1 576 (0,5 %)"
"long[]","109 088 B (0,6 %)","140 (0 %)"
"java.lang.String[]","99 312 B (0,5 %)","2 277 (0,8 %)"
"java.lang.ref.WeakReference","94 304 B (0,5 %)","2 947 (1 %)"
"java.lang.invoke.MemberName","90 672 B (0,5 %)","1 889 (0,6 %)"
"java.lang.reflect.Method","88 880 B (0,5 %)","1 010 (0,3 %)"
"java.util.LinkedHashMap$Entry","79 200 B (0,4 %)","1 980 (0,7 %)"
"java.lang.invoke.MethodType","77 920 B (0,4 %)","1 948 (0,7 %)"
"jdk.internal.org.objectweb.asm.MethodWriter","68 320 B (0,4 %)","305 (0,1 %)"
"java.lang.StringBuilder","62 256 B (0,3 %)","2 594 (0,9 %)"
"jdk.jfr.internal.jfc.model.XmlSetting","52 160 B (0,3 %)","1 304 (0,4 %)"
"java.util.concurrent.ConcurrentHashMap$Node[]","51 776 B (0,3 %)","120 (0 %)"
"java.util.TreeMap","46 032 B (0,3 %)","959 (0,3 %)"
"jdk.internal.org.objectweb.asm.Label","32 648 B (0,2 %)","583 (0,2 %)"
"jdk.jfr.internal.jfc.model.XmlEvent","28 000 B (0,2 %)","700 (0,2 %)"
"jdk.internal.org.objectweb.asm.ClassWriter","27 056 B (0,1 %)","178 (0,1 %)"
"java.lang.invoke.LambdaForm$Name[]","26 064 B (0,1 %)","541 (0,2 %)"
"java.util.ImmutableCollections$SetN$SetNIterator","24 816 B (0,1 %)","1 034 (0,4 %)"
"java.lang.Integer","24 240 B (0,1 %)","1 515 (0,5 %)"
"java.lang.invoke.LambdaForm$Name","24 128 B (0,1 %)","754 (0,3 %)"
"java.lang.invoke.MethodType$ConcurrentWeakInternSet$WeakEntry","23 456 B (0,1 %)","733 (0,3 %)"
"java.lang.ref.SoftReference[]","22 648 B (0,1 %)","298 (0,1 %)"
"java.util.HashMap$KeyIterator","22 400 B (0,1 %)","700 (0,2 %)"
"jdk.internal.org.objectweb.asm.ByteVector","20 808 B (0,1 %)","867 (0,3 %)"
"jdk.internal.org.objectweb.asm.Frame","19 056 B (0,1 %)","397 (0,1 %)"
"java.util.TreeMap$KeyIterator","19 008 B (0,1 %)","594 (0,2 %)"
"java.util.TreeMap$ValueIterator","18 944 B (0,1 %)","592 (0,2 %)"
"sun.nio.fs.WindowsFileAttributes","18 688 B (0,1 %)","292 (0,1 %)"
"java.util.ImmutableCollections$Set12$1","17 640 B (0,1 %)","735 (0,3 %)"
"java.util.Optional","15 568 B (0,1 %)","973 (0,3 %)"
"java.util.stream.ReferencePipeline$Head","14 616 B (0,1 %)","261 (0,1 %)"
"javax.management.ImmutableDescriptor","14 208 B (0,1 %)","592 (0,2 %)"
"java.util.HashMap$EntryIterator","13 856 B (0,1 %)","433 (0,1 %)"
"java.lang.invoke.ResolvedMethodName","13 848 B (0,1 %)","577 (0,2 %)"
"java.util.ImmutableCollections$ListN","13 536 B (0,1 %)","564 (0,2 %)"
"sun.nio.fs.WindowsPath$WindowsPathWithAttributes","13 248 B (0,1 %)","276 (0,1 %)"
"java.lang.invoke.DirectMethodHandle$Constructor","12 912 B (0,1 %)","269 (0,1 %)"
"sun.nio.fs.WindowsPath","12 520 B (0,1 %)","313 (0,1 %)"
"jdk.internal.org.objectweb.asm.Type","12 448 B (0,1 %)","389 (0,1 %)"
"java.lang.reflect.Field","12 312 B (0,1 %)","171 (0,1 %)"
"java.lang.invoke.MethodHandles$Lookup","11 776 B (0,1 %)","368 (0,1 %)"
"java.lang.PublicMethods$Key","11 760 B (0,1 %)","490 (0,2 %)"
"java.lang.PublicMethods$MethodList","11 736 B (0,1 %)","489 (0,2 %)"
"jdk.internal.org.objectweb.asm.SymbolTable","11 520 B (0,1 %)","180 (0,1 %)"
"java.lang.ref.SoftReference","11 280 B (0,1 %)","282 (0,1 %)"
"java.lang.invoke.MethodHandle[]","10 992 B (0,1 %)","95 (0 %)"
"java.lang.invoke.InnerClassLambdaMetafactory","10 712 B (0,1 %)","103 (0 %)"
"jdk.internal.org.objectweb.asm.AnnotationWriter","10 704 B (0,1 %)","223 (0,1 %)"
"java.lang.reflect.Method[]","10 592 B (0,1 %)","173 (0,1 %)"
"java.util.HashSet","10 112 B (0,1 %)","632 (0,2 %)"
"java.util.TreeMap$KeySet","9 504 B (0,1 %)","594 (0,2 %)"
"java.util.TreeMap$Values","9 472 B (0,1 %)","592 (0,2 %)"
"java.lang.module.ModuleDescriptor$Exports","8 952 B (0 %)","373 (0,1 %)"
"java.util.TreeMap$EntryIterator","8 640 B (0 %)","270 (0,1 %)"
"sun.security.util.KnownOIDs","8 416 B (0 %)","263 (0,1 %)"
"java.util.ImmutableCollections$Set12","8 376 B (0 %)","349 (0,1 %)"
"java.lang.invoke.LambdaForm","8 160 B (0 %)","170 (0,1 %)"
"java.lang.Class$ReflectionData","8 128 B (0 %)","127 (0 %)"
"javax.management.Descriptor[]","7 448 B (0 %)","306 (0,1 %)"
"jdk.internal.org.objectweb.asm.FieldWriter","7 424 B (0 %)","116 (0 %)"
"java.util.concurrent.ConcurrentHashMap","7 360 B (0 %)","115 (0 %)"
"sun.nio.fs.WindowsPathParser$Result","7 272 B (0 %)","303 (0,1 %)"
"com.sun.management.internal.DiagnosticCommandArgumentInfo","6 800 B (0 %)","170 (0,1 %)"
"java.lang.invoke.DirectMethodHandle","6 720 B (0 %)","168 (0,1 %)"
"jdk.internal.ref.CleanerImpl$PhantomCleanableRef","6 480 B (0 %)","135 (0 %)"
"java.lang.Long","6 360 B (0 %)","265 (0,1 %)"
"java.util.HashMap$EntrySet","6 352 B (0 %)","397 (0,1 %)"
"javax.management.MBeanParameterInfo[]","6 152 B (0 %)","259 (0,1 %)"
"jdk.jfr.internal.jfc.model.XmlTest","6 080 B (0 %)","152 (0,1 %)"
"java.net.URI","5 840 B (0 %)","73 (0 %)"
"short[]","5 792 B (0 %)","74 (0 %)"
"java.util.concurrent.ConcurrentHashMap$ValueIterator","5 544 B (0 %)","99 (0 %)"
"java.lang.module.ModuleDescriptor$Requires","5 504 B (0 %)","172 (0,1 %)"
"java.lang.invoke.MethodTypeForm","5 440 B (0 %)","170 (0,1 %)"
"javax.management.ObjectName$Property[]","5 376 B (0 %)","155 (0,1 %)"
"java.util.LinkedHashMap","5 320 B (0 %)","95 (0 %)"
"java.util.WeakHashMap$Entry","5 080 B (0 %)","127 (0 %)"
"javax.management.MBeanOperationInfo","5 000 B (0 %)","125 (0 %)"
"com.sun.jmx.mbeanserver.ConvertingMethod","4 992 B (0 %)","156 (0,1 %)"
"java.lang.invoke.BoundMethodHandle$Species_L","4 960 B (0 %)","124 (0 %)"
"java.lang.Object[][]","4 936 B (0 %)","13 (0 %)"
"java.lang.invoke.LambdaForm$NamedFunction","4 920 B (0 %)","205 (0,1 %)"
"jdk.jfr.internal.jfc.model.XmlOption","4 800 B (0 %)","120 (0 %)"
"java.lang.invoke.InvokerBytecodeGenerator","4 736 B (0 %)","74 (0 %)"
"javax.management.MBeanAttributeInfo[]","4 704 B (0 %)","96 (0 %)"
"jdk.internal.module.ServicesCatalog$ServiceProvider","4 680 B (0 %)","195 (0,1 %)"
"java.lang.module.ModuleDescriptor","4 608 B (0 %)","72 (0 %)"
"java.util.stream.ReferencePipeline$3","4 592 B (0 %)","82 (0 %)"
"java.util.Arrays$ArrayList","4 560 B (0 %)","190 (0,1 %)"
"java.util.stream.ReferencePipeline$2","4 536 B (0 %)","81 (0 %)"
"java.lang.invoke.MethodHandles$Lookup$ClassDefiner","4 448 B (0 %)","139 (0 %)"
"java.util.TreeMap$EntrySet","4 320 B (0 %)","270 (0,1 %)"
"jdk.jfr.internal.jfc.model.XmlCondition","4 320 B (0 %)","108 (0 %)"
"java.nio.HeapCharBuffer","4 312 B (0 %)","77 (0 %)"
"java.lang.Object","4 304 B (0 %)","269 (0,1 %)"
"jdk.internal.org.objectweb.asm.Type[]","4 216 B (0 %)","175 (0,1 %)"
"com.sun.management.internal.DiagnosticCommandInfo","4 128 B (0 %)","86 (0 %)"
"java.util.KeyValueHolder","4 104 B (0 %)","171 (0,1 %)"
"java.lang.Module","4 088 B (0 %)","73 (0 %)"
"java.util.stream.ReferencePipeline$7","4 088 B (0 %)","73 (0 %)"
"java.util.ImmutableCollections$SetN","4 008 B (0 %)","167 (0,1 %)"
"jdk.internal.module.ModuleReferenceImpl","3 976 B (0 %)","71 (0 %)"
"jdk.internal.module.Builder","3 976 B (0 %)","71 (0 %)"
"java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle","3 888 B (0 %)","81 (0 %)"
"java.util.concurrent.ConcurrentHashMap$MapEntry","3 792 B (0 %)","158 (0,1 %)"
"java.lang.invoke.MethodHandleNatives$CallSiteContext","3 776 B (0 %)","118 (0 %)"
"java.time.LocalDateTime","3 696 B (0 %)","154 (0,1 %)"
"java.util.WeakHashMap$Entry[]","3 696 B (0 %)","35 (0 %)"
"java.lang.invoke.LambdaFormEditor$TransformKey","3 696 B (0 %)","154 (0,1 %)"
"java.math.BigInteger","3 600 B (0 %)","90 (0 %)"
"java.util.HashMap$KeySet","3 392 B (0 %)","212 (0,1 %)"
"java.util.stream.FindOps$FindSink$OfRef","3 360 B (0 %)","140 (0 %)"
"com.sun.jmx.mbeanserver.MXBeanMapping[]","3 344 B (0 %)","167 (0,1 %)"
"java.lang.invoke.MethodHandles$Lookup$ClassFile","3 336 B (0 %)","139 (0 %)"
"java.security.Provider$Service","3 200 B (0 %)","50 (0 %)"
"javax.management.openmbean.OpenMBeanAttributeInfoSupport","3 136 B (0 %)","49 (0 %)"
"jdk.internal.org.objectweb.asm.ClassReader","3 120 B (0 %)","65 (0 %)"
"java.security.Provider$ServiceKey","3 120 B (0 %)","130 (0 %)"
"java.util.concurrent.locks.ReentrantLock$NonfairSync","2 848 B (0 %)","89 (0 %)"
"java.util.Spliterators$IteratorSpliterator","2 840 B (0 %)","71 (0 %)"
"boolean[]","2 840 B (0 %)","15 (0 %)"
"java.lang.invoke.ConstantCallSite","2 832 B (0 %)","118 (0 %)"
"jdk.internal.reflect.ConstantPool","2 832 B (0 %)","177 (0,1 %)"
"java.lang.Byte","2 800 B (0 %)","175 (0,1 %)"
"java.net.NetworkInterface","2 784 B (0 %)","58 (0 %)"
"javax.management.MBeanInfo","2 784 B (0 %)","58 (0 %)"
"java.lang.module.ModuleDescriptor$Exports[]","2 768 B (0 %)","71 (0 %)"
"com.sun.management.internal.DiagnosticCommandImpl$Wrapper","2 752 B (0 %)","86 (0 %)"
"jdk.internal.module.ServicesCatalog$ServiceProvider[]","2 736 B (0 %)","102 (0 %)"
"com.sun.jmx.mbeanserver.MBeanAnalyzer$AttrMethods","2 568 B (0 %)","107 (0 %)"
"java.lang.invoke.SimpleMethodHandle","2 560 B (0 %)","80 (0 %)"
"java.io.ObjectStreamField","2 560 B (0 %)","64 (0 %)"
"java.util.concurrent.ConcurrentHashMap$ReservationNode","2 560 B (0 %)","80 (0 %)"
"java.lang.invoke.InfoFromMemberName","2 472 B (0 %)","103 (0 %)"
"java.lang.invoke.LambdaFormEditor","2 464 B (0 %)","154 (0,1 %)"
"java.time.zone.ZoneOffsetTransition","2 432 B (0 %)","76 (0 %)"
"com.sun.jmx.mbeanserver.WeakIdentityHashMap$IdentityWeakReference","2 432 B (0 %)","76 (0 %)"
"javax.management.MBeanOperationInfo[]","2 280 B (0 %)","67 (0 %)"
"java.lang.invoke.LambdaFormBuffer","2 256 B (0 %)","47 (0 %)"
"java.lang.invoke.LambdaFormEditor$Transform","2 256 B (0 %)","47 (0 %)"
"java.util.AbstractList$RandomAccessSpliterator","2 240 B (0 %)","70 (0 %)"
"sun.security.util.KnownOIDs[]","2 224 B (0 %)","2 (0 %)"
"java.time.LocalDate","2 208 B (0 %)","92 (0 %)"
"com.sun.management.internal.DiagnosticCommandArgumentInfo[]","2 176 B (0 %)","86 (0 %)"
"java.lang.invoke.LambdaForm$Kind","2 176 B (0 %)","68 (0 %)"
"javax.management.ObjectName$Property","2 112 B (0 %)","88 (0 %)"
"java.util.LinkedHashMap$LinkedEntryIterator","2 080 B (0 %)","65 (0 %)"
"javax.management.MBeanAttributeInfo","2 080 B (0 %)","65 (0 %)"
"java.io.File","2 048 B (0 %)","64 (0 %)"
"java.lang.invoke.BoundMethodHandle$Species_LL","2 040 B (0 %)","51 (0 %)"
"java.util.concurrent.CopyOnWriteArrayList","2 016 B (0 %)","84 (0 %)"
"java.nio.HeapByteBuffer","2 016 B (0 %)","36 (0 %)"
"jdk.internal.loader.BuiltinClassLoader$LoadedModule","2 016 B (0 %)","63 (0 %)"
"java.lang.module.ModuleDescriptor$Requires[]","2 000 B (0 %)","71 (0 %)"
"sun.nio.cs.SingleByte$Decoder","1 968 B (0 %)","41 (0 %)"
"java.util.stream.ReferencePipeline$3$1","1 968 B (0 %)","82 (0 %)"
"java.util.stream.ReferencePipeline$2$1","1 944 B (0 %)","81 (0 %)"
"java.lang.reflect.Type[]","1 880 B (0 %)","83 (0 %)"
"java.lang.invoke.InvokerBytecodeGenerator$ClassData","1 848 B (0 %)","77 (0 %)"
"java.util.regex.Pattern","1 848 B (0 %)","21 (0 %)"
"java.util.StringJoiner","1 840 B (0 %)","46 (0 %)"
"java.lang.management.ManagementPermission","1 824 B (0 %)","76 (0 %)"
"jdk.internal.util.xml.impl.Pair","1 760 B (0 %)","44 (0 %)"
"java.util.regex.Matcher","1 760 B (0 %)","22 (0 %)"
"sun.reflect.generics.tree.FieldTypeSignature[]","1 752 B (0 %)","79 (0 %)"
"java.util.stream.ReferencePipeline$7$1","1 752 B (0 %)","73 (0 %)"
"java.util.stream.Streams$StreamBuilderImpl","1 704 B (0 %)","71 (0 %)"
"jdk.internal.module.SystemModuleFinders$2","1 704 B (0 %)","71 (0 %)"
"java.lang.invoke.DirectMethodHandle$Accessor","1 680 B (0 %)","35 (0 %)"
"javax.management.ObjectName","1 664 B (0 %)","52 (0 %)"
"byte[][]","1 656 B (0 %)","6 (0 %)"
"java.lang.module.ModuleFinder$2$$Lambda$2.0x800000005","1 656 B (0 %)","69 (0 %)"
"sun.reflect.generics.tree.TypeArgument[]","1 608 B (0 %)","91 (0 %)"
"java.net.URL","1 600 B (0 %)","25 (0 %)"
"java.nio.DirectByteBuffer","1 600 B (0 %)","25 (0 %)"
"javax.management.openmbean.OpenType[]","1 584 B (0 %)","56 (0 %)"
"java.lang.invoke.MethodHandles$Lookup$ClassOption[]","1 584 B (0 %)","66 (0 %)"
"java.lang.invoke.InnerClassLambdaMetafactory$ForwardingMethodGenerator","1 560 B (0 %)","65 (0 %)"
"java.lang.module.ModuleDescriptor$Provides","1 560 B (0 %)","65 (0 %)"
"java.lang.ref.ReferenceQueue","1 536 B (0 %)","48 (0 %)"
"java.lang.module.ModuleDescriptor$Provides[]","1 520 B (0 %)","71 (0 %)"
"javax.management.MBeanServerNotification","1 512 B (0 %)","27 (0 %)"
"jdk.internal.module.SystemModuleFinders$SystemModuleReader","1 512 B (0 %)","63 (0 %)"
"java.lang.module.ResolvedModule","1 512 B (0 %)","63 (0 %)"
"java.security.Provider$UString","1 512 B (0 %)","63 (0 %)"
"jdk.internal.org.objectweb.asm.Edge","1 488 B (0 %)","62 (0 %)"
"sun.reflect.generics.tree.SimpleClassTypeSignature","1 488 B (0 %)","62 (0 %)"
"jdk.internal.org.objectweb.asm.Handler","1 480 B (0 %)","37 (0 %)"
"java.util.LinkedHashMap$LinkedValueIterator","1 472 B (0 %)","46 (0 %)"
"sun.nio.cs.SingleByte$Encoder","1 472 B (0 %)","23 (0 %)"
"sun.util.locale.BaseLocale","1 472 B (0 %)","46 (0 %)"
"jdk.internal.module.ModuleReferenceImpl$CachedHash","1 464 B (0 %)","61 (0 %)"
"java.lang.invoke.ClassSpecializer$Factory$1Var","1 440 B (0 %)","30 (0 %)"
"java.time.temporal.ValueRange","1 440 B (0 %)","30 (0 %)"
"javax.management.MBeanParameterInfo","1 408 B (0 %)","44 (0 %)"
"jdk.jfr.internal.dcmd.Argument","1 408 B (0 %)","44 (0 %)"
"java.security.AccessControlContext","1 320 B (0 %)","33 (0 %)"
"java.util.Arrays$ArrayItr","1 296 B (0 %)","54 (0 %)"
"java.lang.reflect.Constructor[]","1 296 B (0 %)","60 (0 %)"
"java.util.concurrent.locks.ReentrantLock","1 232 B (0 %)","77 (0 %)"
"java.lang.Thread","1 232 B (0 %)","11 (0 %)"
"java.time.temporal.ChronoField","1 200 B (0 %)","30 (0 %)"
"java.util.WeakHashMap","1 200 B (0 %)","25 (0 %)"
"java.lang.Integer[]","1 192 B (0 %)","6 (0 %)"
"java.math.BigInteger[]","1 184 B (0 %)","38 (0 %)"
"java.util.regex.Pattern$GroupHead[]","1 176 B (0 %)","21 (0 %)"
"java.net.NetworkInterface[]","1 176 B (0 %)","59 (0 %)"
"java.lang.module.ModuleDescriptor$Opens[]","1 160 B (0 %)","71 (0 %)"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject","1 152 B (0 %)","48 (0 %)"
"java.util.concurrent.ConcurrentHashMap$ForwardingNode","1 120 B (0 %)","35 (0 %)"
"jdk.jfr.internal.jfc.model.XmlSelection","1 120 B (0 %)","28 (0 %)"
"jdk.jfr.internal.jfc.model.XmlOr","1 120 B (0 %)","28 (0 %)"
"java.lang.module.ModuleFinder$2$$Lambda$6.0x800000009","1 104 B (0 %)","69 (0 %)"
"java.lang.annotation.Annotation[]","1 072 B (0 %)","65 (0 %)"
"jdk.internal.module.SystemModuleFinders$3","1 072 B (0 %)","67 (0 %)"
"java.lang.Long[]","1 040 B (0 %)","1 (0 %)"
"java.lang.annotation.Annotation[][]","1 040 B (0 %)","45 (0 %)"
"sun.util.locale.LocaleObjectCache$CacheEntry","1 040 B (0 %)","26 (0 %)"
"java.lang.WeakPairMap$Pair$Lookup","1 008 B (0 %)","42 (0 %)"
"com.sun.jmx.mbeanserver.PerInterface$MethodAndSig","1 008 B (0 %)","42 (0 %)"
"java.lang.invoke.DirectMethodHandle$StaticAccessor","1 008 B (0 %)","18 (0 %)"
"jdk.internal.loader.BuiltinClassLoader$5","1 008 B (0 %)","63 (0 %)"
"com.sun.jmx.mbeanserver.MXBeanSupport","1 000 B (0 %)","25 (0 %)"
"java.util.Locale","992 B (0 %)","31 (0 %)"
"sun.reflect.generics.tree.ClassTypeSignature","992 B (0 %)","62 (0 %)"
"java.lang.invoke.VarHandle$AccessMode","992 B (0 %)","31 (0 %)"
"java.net.InterfaceAddress[]","976 B (0 %)","58 (0 %)"
"java.lang.reflect.Field[]","976 B (0 %)","19 (0 %)"
"java.net.InetAddress[]","976 B (0 %)","58 (0 %)"
"java.lang.PublicMethods","960 B (0 %)","40 (0 %)"
"java.lang.reflect.AccessFlag","920 B (0 %)","23 (0 %)"
"sun.invoke.util.Wrapper[]","920 B (0 %)","19 (0 %)"
"javax.management.openmbean.ArrayType","912 B (0 %)","19 (0 %)"
"sun.reflect.generics.visitor.Reifier","912 B (0 %)","38 (0 %)"
"javax.management.openmbean.OpenMBeanParameterInfoSupport","896 B (0 %)","16 (0 %)"
"java.util.regex.Pattern$BmpCharProperty","888 B (0 %)","37 (0 %)"
"java.util.Map$Entry[]","872 B (0 %)","6 (0 %)"
"java.lang.invoke.MemberName[]","864 B (0 %)","6 (0 %)"
"sun.util.locale.BaseLocale$Key","864 B (0 %)","27 (0 %)"
"double[]","864 B (0 %)","11 (0 %)"
"java.util.Collections$SingletonList","864 B (0 %)","36 (0 %)"
"javax.management.MBeanNotificationInfo[]","848 B (0 %)","38 (0 %)"
"java.lang.Thread$FieldHolder","840 B (0 %)","21 (0 %)"
"java.util.jar.Attributes$Name","768 B (0 %)","32 (0 %)"
"java.util.Formatter$FormatSpecifier","768 B (0 %)","24 (0 %)"
"java.util.concurrent.CopyOnWriteArrayList$COWIterator","768 B (0 %)","32 (0 %)"
"java.util.Date","768 B (0 %)","32 (0 %)"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$IdentityMapping","768 B (0 %)","32 (0 %)"
"jdk.internal.reflect.DirectConstructorHandleAccessor","768 B (0 %)","32 (0 %)"
"java.util.LinkedHashMap$LinkedValues","736 B (0 %)","46 (0 %)"
"javax.management.openmbean.CompositeType","728 B (0 %)","13 (0 %)"
"java.util.Formatter$FixedString","720 B (0 %)","30 (0 %)"
"sun.reflect.generics.repository.MethodRepository","720 B (0 %)","18 (0 %)"
"java.security.Provider$EngineDescription","720 B (0 %)","30 (0 %)"
"sun.reflect.generics.parser.SignatureParser","720 B (0 %)","30 (0 %)"
"sun.reflect.generics.factory.CoreReflectionFactory","696 B (0 %)","29 (0 %)"
"javax.management.ObjectInstance","696 B (0 %)","29 (0 %)"
"java.io.FileDescriptor","680 B (0 %)","17 (0 %)"
"java.lang.NoSuchMethodError","680 B (0 %)","17 (0 %)"
"java.util.Hashtable$Entry[]","672 B (0 %)","11 (0 %)"
"java.util.logging.LogManager$LoggerWeakRef","672 B (0 %)","14 (0 %)"
"java.io.FileCleanable","672 B (0 %)","12 (0 %)"
"java.time.LocalTime","648 B (0 %)","27 (0 %)"
"com.sun.jmx.mbeanserver.NamedObject","648 B (0 %)","27 (0 %)"
"java.lang.constant.ClassDesc[]","640 B (0 %)","23 (0 %)"
"java.net.InetAddress$InetAddressHolder","640 B (0 %)","20 (0 %)"
"java.lang.ClassNotFoundException","640 B (0 %)","16 (0 %)"
"java.time.LocalDateTime[]","640 B (0 %)","2 (0 %)"
"java.lang.invoke.LambdaForm[]","624 B (0 %)","3 (0 %)"
"java.lang.invoke.Invokers","624 B (0 %)","26 (0 %)"
"java.util.jar.JarFile$JarFileEntry","624 B (0 %)","6 (0 %)"
"java.lang.management.ManagementFactory$$Lambda$52.0x000000080107b788","624 B (0 %)","26 (0 %)"
"java.lang.constant.ReferenceClassDescImpl","608 B (0 %)","38 (0 %)"
"jdk.internal.ref.Cleaner","600 B (0 %)","15 (0 %)"
"java.io.ObjectStreamField[]","600 B (0 %)","19 (0 %)"
"java.lang.invoke.MethodHandleImpl$AsVarargsCollector","576 B (0 %)","12 (0 %)"
"sun.reflect.generics.tree.MethodTypeSignature","576 B (0 %)","18 (0 %)"
"java.lang.invoke.VarHandle$AccessMode[]","576 B (0 %)","4 (0 %)"
"java.nio.DirectByteBufferR","576 B (0 %)","9 (0 %)"
"java.lang.invoke.LambdaForm$Kind[]","576 B (0 %)","2 (0 %)"
"java.util.logging.LogManager$LogNode","576 B (0 %)","18 (0 %)"
"java.lang.invoke.LambdaForm$NamedFunction[]","576 B (0 %)","16 (0 %)"
"java.lang.ThreadLocal$ThreadLocalMap$Entry","576 B (0 %)","18 (0 %)"
"java.util.concurrent.TimeUnit","560 B (0 %)","7 (0 %)"
"java.util.Collections$SingletonMap","560 B (0 %)","14 (0 %)"
"sun.invoke.util.Wrapper","560 B (0 %)","10 (0 %)"
"javax.management.openmbean.SimpleType","560 B (0 %)","14 (0 %)"
"java.lang.constant.DirectMethodHandleDesc$Kind[]","544 B (0 %)","8 (0 %)"
"java.lang.module.ResolvedModule[]","544 B (0 %)","2 (0 %)"
"java.lang.invoke.BoundMethodHandle$SpeciesData","528 B (0 %)","11 (0 %)"
"com.sun.jmx.mbeanserver.PerInterface","520 B (0 %)","13 (0 %)"
"jdk.internal.util.xml.impl.ParserSAX","512 B (0 %)","4 (0 %)"
"java.time.temporal.ChronoUnit","512 B (0 %)","16 (0 %)"
"java.util.Hashtable$Entry","512 B (0 %)","16 (0 %)"
"java.util.HashMap$ValueIterator","512 B (0 %)","16 (0 %)"
